specimen_id,order,family,genus,species ,synonym,life_stage,lens,volume_mm3,area_mm2,breadth_mm,length_mm,width_mm,thickness_mm,flatness,anisotropy,elongation,sphericity ,eye_diameter_mm,axial_length_mm,lens_to_retina_mm,lens_diameter_mm,lens_depth_mm,sv_length_mm,stain,scan_type,adult_ecology,adult_ecology_2,ae_certainty,ae_source,activity_period,ap_source,ap_certainty ,comments,scan_source,scan_technician
MVZ254270,anura,microhylidae,kaloula,pulchra,kaloula_pulchra,adult,left,13.43,28.3652,3.27256,3.26971,2.80787,2.84686,0.744689,0.268823,0.981855,0.96327,5.4,4.8,3.9,3,2.59,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,Blackburn et al. (2013); Emerson 1976,nocturnal,Halliday (2016); Anderson and Wiens (2017); Emerson 1976,certain,,NMNH,Dr_Molly_Womack
NCSM-H-77863,anura,rhacophoridae,kurixalus,bisacculus,rhacophorus_bisacculus,adult,left,8.47129,20.7766,2.66233,2.70361,2.40089,2.36012,0.798581,0.216554,0.981047,0.96726,,,,,,,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),nocturnal,Yi et al (2019),very uncertain,,MorphoSource,
NCSM-H-77863,anura,rhacophoridae,kurixalus,bisacculus,rhacophorus_bisacculus,adult,right,8.38097,20.6327,2.67752,2.74234,2.41277,2.447,0.795754,0.230438,0.967086,0.967067,,,,,,,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),nocturnal,Yi et al (2019),very uncertain,,MorphoSource,
uf_herp_12347_M12411-20355,anura,ceratophryidae,lepidobatrachus,laevis,lepidobatrachus_laevis,adult,right,9.69001,22.5996,2.86701,2.95216,2.56805,2.51605,0.768132,0.262731,0.959821,0.972595,6.6,5.7,4.1,2.7,2.45,,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,Halliday (2016),nocturnal,Halliday (2016); AmphibiaWeb (2020),certain,,MorphoSource,
uf_herp_12347_M12411-20355,anura,ceratophryidae,lepidobatrachus,laevis,lepidobatrachus_laevis,adult,left,9.90481,23.1406,2.89722,3.04721,2.55661,2.50748,0.727051,0.309573,0.949626,0.963845,7,5.7,3.8,2.72,2.22,,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,Halliday (2016),nocturnal,Halliday (2016); AmphibiaWeb (2020),certain,,MorphoSource,
UF-H-85122-DICECT,anura,leptodactylidae,leptodactylus,fuscus,leptodactylus_fuscus,adult,left,29.3116,47.151,4.071,4.13088,3.57963,3.54635,0.759448,0.259928,0.974488,0.975035,7.6,6.6,5.3,3.96,3.44,,iodine,dice_ct,ground-dwelling,terrestrial ,uncertain ,Haddad et al. (2013),nocturnal,Haddad et al. (2013); Bardier et al. (2014),certain,,MorphoSource,
UF-H-85122-DICECT,anura,leptodactylidae,leptodactylus,fuscus,leptodactylus_fuscus,adult,right,29.5208,47.8295,4.1008,4.15065,3.62282,3.56208,0.750006,0.268762,0.974977,0.96577,7.6,6.8,5.2,3.77,3.27,,iodine,dice_ct,ground-dwelling,terrestrial ,uncertain ,Haddad et al. (2013),nocturnal,Haddad et al. (2013); Bardier et al. (2014),certain,,MorphoSource,
MVZ176272,anura,leptodactylidae,leptodactylus,latrans,Leptodactylus_ocellatus,adult,left,55.2503,73.1183,4.92366,5.24336,4.51465,4.45422,0.775775,0.275276,0.934193,0.959433,9.4,7.9,6.5,4.13,3.67,91.8,unstained,micro_ct,ground-dwelling,terrestrial ,certain,JWS (pers. obs.),cathemeral,AmphibiaWeb (2020),somewhat certain,,NMNH,Dr_Molly_Womack
MVZ176272,anura,leptodactylidae,leptodactylus,latrans,Leptodactylus_ocellatus,adult,right,53.408,70.7695,4.94394,5.19775,4.48767,4.43486,0.822986,0.237401,0.926625,0.969116,8.9,8.1,6.5,4.5,4.01,91.8,unstained,micro_ct,ground-dwelling,terrestrial ,certain,JWS (pers. obs.),cathemeral,AmphibiaWeb (2020),somewhat certain,,NMNH,Dr_Molly_Womack
MVZ111715,anura,dicroglossidae,limnonectes,ibanorum,rana_ibanorum,adult,right,191.903,162.703,7.53753,7.68674,6.84187,6.79064,0.81713,0.216169,0.959249,0.988876,12.9,12,9.7,7.46,6.61,103,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,IUCN (2020),nocturnal,Top et al (2016),somewhat certain,,NMNH,Dr_Molly_Womack
MVZ111715,anura,dicroglossidae,limnonectes,ibanorum,rana_ibanorum,adult,left,191.774,163.21,7.49999,7.70314,6.82536,6.81932,0.817323,0.206514,0.970835,0.985366,12.8,12,9.7,7.44,6.61,103,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,IUCN (2020),nocturnal,Top et al (2016),somewhat certain,,NMNH,Dr_Molly_Womack
MVZ77554,anura,pelodryadidae,litoria,rothii,litoria_rothii,adult,right,20.1596,38.0128,3.61646,3.67224,3.15342,3.12929,0.778475,0.255432,0.956444,0.942342,5.2,4.3,3.6,3.25,3,44.3,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ77554,anura,pelodryadidae,litoria,rothii,litoria_rothii,adult,left,19.5303,37.0562,3.63311,3.73615,3.06966,3.03676,0.726074,0.29888,0.965631,0.946446,5.2,4,3.4,3.36,2.84,44.3,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
JS_Bufo_anotis_92_01,anura,bufonidae,mertensophryne,anotis,bufo_anotis,adult,right,4.95626,14.7554,2.28129,2.41738,2.03111,2.0129,0.805099,0.283602,0.889827,0.952727,4.3,3.55,2.48,2.28,2,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Channing 1993; SPL (pers. obs) ,diurnal,SPL (pers. comm) ,certain,lenses not very well visible,BMNH,Dr_Jeff_Streicher
JS_Bufo_anotis_92_01,anura,bufonidae,mertensophryne,anotis,bufo_anotis,adult,left,4.86344,14.4371,2.21,2.4285,1.98883,1.97119,0.774469,0.312064,0.888267,0.961536,4.25,3.52,3.01,2.3,2.07,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Channing 1993; SPL (pers. obs) ,diurnal,SPL (pers. comm) ,certain,lenses not very well visible,BMNH,Dr_Jeff_Streicher
JS_Bufo_schmidti_01,anura,bufonidae,mertensophryne,schmidti,bufo_schmidti,adult,right,0.632388,3.88308,1.14937,1.22341,0.998855,,0.729419,0.315216,0.938807,0.917551,,,,,,,unstained,micro_ct,unknown,terrestrial ,,,unknown,,,,BMNH,Dr_Jeff_Streicher
JS_Bufo_schmidti_01,anura,bufonidae,mertensophryne,schmidti,bufo_schmidti,adult,left,0.61932,3.89775,1.14646,1.20117,0.994261,,0.744435,0.279743,0.967521,0.90146,,,,,,,unstained,micro_ct,unknown,terrestrial ,,,unknown,,,,BMNH,Dr_Jeff_Streicher
JS_Stephopaedes_howelli_01,anura,bufonidae,mertensophryne,howelli,stephopaedes_howelli,adult,left,2.54849,9.48145,1.76829,1.8859,1.61329,1.5765,0.792289,0.274892,0.915206,0.951623,3.2,2.81,2.53,1.83,1.49,,unstained,micro_ct,ground-dwelling,terrestrial ,very uncertain ,SPL (pers. obs) ,unknown,,,Higher confidence in left lens measure,BMNH,Dr_David_Gower
JS_Stephopaedes_howelli_01,anura,bufonidae,mertensophryne,howelli,stephopaedes_howelli,adult,right,2.28685,8.82055,1.69195,1.87497,1.59285,1.61289,0.766818,0.256643,0.802052,0.951657,NA,NA,NA,1.87,1.49,,unstained,micro_ct,ground-dwelling,terrestrial ,very uncertain ,SPL (pers. obs) ,unknown,,,"Right eye squished, right lens not properly visible",BMNH,Dr_David_Gower
JS_Stephopaedes_usambarae_01,anura,bufonidae,mertensophryne,usambarae,stephopaedes_usambarae,adult,right,5.61664,16.1612,2.29677,2.50419,2.05004,,0.787512,0.286825,0.905606,0.945499,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,SPL (pers. obs) ,diurnal,SPL (pers. obs) ,certain,,BMNH,Dr_Jeff_Streicher
JS_Stephopaedes_usambarae_01,anura,bufonidae,mertensophryne,usambarae,stephopaedes_usambarae,adult,left,5.19242,15.6504,2.34679,2.50885,2.00053,,0.711064,0.328556,0.94428,0.926555,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,SPL (pers. obs) ,diurnal,SPL (pers. obs) ,certain,,BMNH,Dr_Jeff_Streicher
USNM525840,anura,microhylidae,microhyla,ornata,microhyla_ornata,adult,right,1.53507,6.74904,1.57567,1.60719,1.34799,1.36649,0.733664,0.30335,0.92229,0.953516,2.6,2,1.9,1.49,1.45,21.08,unstained,micro_ct,subfossorial,terrestrial ,certain,IUCN (2020),nocturnal,IUCN (2020),somewhat certain,,NMNH,Dr_Molly_Womack
USNM525840,anura,microhylidae,microhyla,ornata,microhyla_ornata,adult,left,1.60273,6.947,1.60165,1.61658,1.37546,1.40088,0.745772,0.29542,0.924992,0.953368,2.4,2,1.7,1.56,1.33,21.08,unstained,micro_ct,subfossorial,terrestrial ,certain,IUCN (2020),nocturnal,IUCN (2020),somewhat certain,,NMNH,Dr_Molly_Womack
BMNH1897.2.8.6,anura,microhylidae,microhyla,rubra,microhyla_rubra,adult,right,2.46464,9.22576,1.80236,1.82329,1.55372,1.58323,0.738104,0.270973,0.987703,0.956425,2.5,2.26,1.7,1.75,1.46,25.05,iodine,dice_ct,subfossorial,terrestrial ,certain,Bouwatte and Meegaskumba (2011),nocturnal,Bowatte and Meegaskumba (2011),certain,"cornea broken, approximate axial length",BMNH,Dr_David_Gower
BMNH1897.2.8.6,anura,microhylidae,microhyla,rubra,microhyla_rubra,adult,left,2.59669,9.48312,1.79829,1.91735,1.58526,1.58224,0.792579,0.305805,0.875869,0.963415,2.7,NA,1.8,1.75,1.49,25.05,iodine,dice_ct,subfossorial,terrestrial ,certain,Bouwatte and Meegaskumba (2011),nocturnal,Bowatte and Meegaskumba (2011),certain,cornea broken,BMNH,Dr_David_Gower
cas-herp-230132_M23923-47043,anura,myobatrachidae,myobatrachus,gouldii,breviceps_gouldii,adult,right,0.167768,1.50566,0.71302,0.756792,0.707836,0.696877,0.948831,0.0893976,0.95971,0.977001,1.8,1.4,1.1,0.67,0.65,,unstained,micro_ct,fossorial,fossorial ,certain,Anstis (2017),nocturnal,Anderson and Wiens (2017); Vertucci et al (2017),certain,,NMNH,Dr_Molly_Womack
cas-herp-230132_M23923-47043,anura,myobatrachidae,myobatrachus,gouldii,breviceps_gouldii,adult,left,0.163564,1.48894,0.714501,0.73759,0.711379,0.707004,0.986952,0.0585748,0.953871,0.9714,1.9,1.6,1.4,0.66,0.65,,unstained,micro_ct,fossorial,fossorial ,certain,Anstis (2017),nocturnal,Anderson and Wiens (2017); Vertucci et al (2017),certain,,NMNH,Dr_Molly_Womack
CES-F-203,anura,nasikabatrachidae,nasikabatrachus,sahyadrensis,nasikabatrachus_sahyadrensis ,adult,right,0.733261,4.0644,1.21501,1.35398,1.15744,1.17589,0.904453,0.159075,0.929761,0.967521,2.73,2.39,1.92,1.2,1.05,,unstained,micro_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020),unknown,Obscured - AmphibiaWeb (2020),,,MorphoSource,
CES-F-203,anura,nasikabatrachidae,nasikabatrachus,sahyadrensis,nasikabatrachus_sahyadrensis ,adult,left,0.686771,3.81812,1.18166,1.2873,1.0805,1.05776,0.912452,0.151391,0.921419,0.985922,2.7,2.42,1.93,1.04,1.08,,unstained,micro_ct,fossorial,fossorial ,certain,AmphibiaWeb (2020),unknown,Obscured - AmphibiaWeb (2020),,,MorphoSource,
JS_BMNH_1974_441_01,anura,bufonidae,nectophrynoides,tornieri,nectophrynoides_tornieri,adult,left,1.97359,8.01977,1.66848,1.7645,1.45684,1.47983,0.743643,0.298355,0.943524,0.948768,3.13,2.78,2.43,1.78,1.48,,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,SPL (pers. obs) ,nocturnal,AmphibiaWeb (2020),somewhat certain,Lenses not very well visible,BMNH,Dr_Jeff_Streicher
JS_BMNH_1974_441_01,anura,bufonidae,nectophrynoides,tornieri,nectophrynoides_tornieri,adult,right,1.97069,7.95486,1.6228,1.74837,1.49531,1.49094,0.75419,0.2772,0.91011,0.955574,3.46,2.99,2.57,1.84,1.4,,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,SPL (pers. obs) ,nocturnal,AmphibiaWeb (2020),somewhat certain,Lenses not very well visible,BMNH,Dr_Jeff_Streicher
BMNH1958.1.4.27,anura,nyctibatrachidae,nyctibatrachus,humayuni,nyctibatrachus_humayuni,adult,right,14.5689,29.7667,3.2533,3.30277,2.8189,2.79447,0.726178,0.284116,0.985825,0.969107,5.3,4.6,3.4,2.91,2.57,42.93,iodine,dice_ct,semi-aquatic,semi-aquatic,certain,"Willaert (2016), ATM (pers. obs.)",nocturnal,"Nocturnal: Biju et al.(2011), Both: Amartya (pers. obs.)",uncertain,,BMNH,Dr_David_Gower
BMNH1958.1.4.27,anura,nyctibatrachidae,nyctibatrachus,humayuni,nyctibatrachus_humayuni,adult,left,14.7231,30.0242,3.24428,3.33897,2.86137,2.80998,0.745638,0.273634,0.974153,0.967565,5.5,NA,3.4,2.35,2.07,42.93,iodine,dice_ct,semi-aquatic,semi-aquatic,certain,"Willaert (2016), ATM (pers. obs.)",nocturnal,"Nocturnal: Biju et al.(2011), Both: Amartya (pers. obs.)",uncertain,eye pressed against tube,BMNH,Dr_David_Gower
CAS104261,anura,nyctibatrachidae,nyctibatrachus,humayuni,nyctibatrachus_humayuni,adult,right,17.2824,33.7978,3.50891,3.56685,2.97286,,0.71035,0.307632,0.974686,0.956455,,,,,,,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,"Willaert (2016), ATM (pers. obs.)",nocturnal,"Nocturnal: Biju et al.(2011), Both: Amartya (pers. obs.)",uncertain,,MorphoSource,
CAS104261,anura,nyctibatrachidae,nyctibatrachus,humayuni,nyctibatrachus_humayuni,adult,left,17.2101,34.0277,3.53203,3.59167,2.99168,,0.71841,0.297888,0.977314,0.947342,,,,,,,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,"Willaert (2016), ATM (pers. obs.)",nocturnal,"Nocturnal: Biju et al.(2011), Both: Amartya (pers. obs.)",uncertain,,MorphoSource,
USNM341529,anura,odontophrynidae ,odontophrynus,americanus,odontophrynus_americanus,adult,left,20.6,40.0943,3.73856,29.9579,4.23292,,0.735757,0.295448,0.957587,0.906384,,,,,,50.83,unstained,micro_ct,semi-aquatic,semi-aquatic,uncertain ,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM341529,anura,odontophrynidae ,odontophrynus,americanus,odontophrynus_americanus,adult,right,20.483,38.9458,3.73919,3.763,3.09449,,0.699735,0.323414,0.966917,0.929577,,,,,,50.83,unstained,micro_ct,semi-aquatic,semi-aquatic,uncertain ,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
USNM329659,anura,hylidae,osteopilus,vastus,osteopilus_vastus,adult,right,68.0372,84.6503,5.46391,5.62066,4.92658,,0.794597,0.228978,0.970331,0.952108,,,,,,88.99,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),nocturnal,Galvis et al (2016),uncertain,,NMNH,Dr_Molly_Womack
USNM329659,anura,hylidae,osteopilus,vastus,osteopilus_vastus,adult,left,68.0962,84.3648,5.39887,5.44481,4.9812,,0.850574,0.170787,0.974886,0.955884,,,,,,88.99,unstained,micro_ct,scansorial,terrestrial ,certain,IUCN (2020),nocturnal,Galvis et al (2016),uncertain,,NMNH,Dr_Molly_Womack
MVZ234868,anura,pelobatidae,pelobates,cultripes,rana_cultripes,adult,left,30.7261,49.3561,4.14549,4.19723,3.66581,3.70015,0.785426,0.229576,0.9809,0.961201,7.3,6.4,5,3.96,3.44,56.7,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Degani (2015); Cogãlniceanu et al. (1998),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ234868,anura,pelobatidae,pelobates,cultripes,rana_cultripes,adult,right,34.525,53.7462,4.29343,19.7075,4.21735,3.99701,0.776316,0.275642,0.933071,0.954023,7.1,6.3,4.6,3.96,3.65,56.7,unstained,micro_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020); Degani (2015); Cogãlniceanu et al. (1998),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
BMNH97.5.24.9,anura,pelodytidae,pelodytes,punctatus,rana_punctata,adult,right,9.07926,21.7617,2.78659,2.7946,2.37371,2.35657,0.713998,0.287839,0.997427,0.967143,4.3,3.8,3.1,2.68,2.27,38,iodine,dice_ct,ground-dwelling,terrestrial ,somewhat certain,AmphibiaWeb (2020),nocturnal,Gasc et al. (2004),certain,,BMNH,Dr_David_Gower
BMNH97.5.24.9,anura,pelodytidae,pelodytes,punctatus,rana_punctata,adult,left,9.33881,22.2429,2.80922,2.83355,2.41047,2.39824,0.722143,0.282987,0.992896,0.964171,4.3,NA,3.4,2.74,2.36,38,iodine,dice_ct,ground-dwelling,terrestrial ,somewhat certain,AmphibiaWeb (2020),nocturnal,Gasc et al. (2004),certain,"cornea broken, eye squished from left",BMNH,Dr_David_Gower
MW11245,anura,phyllomedusidae,phyllomedusa,vaillantii,phyllomedusa_vaillantii,adult,left,45.2829,63.8851,4.72205,4.69928,4.16835,4.13493,0.787166,0.221503,0.988986,0.961703,6.7,7.2,6.3,4.39,3.99,51.45,iodine,dice_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,AmphibiaWeb (2020),certain,"cornea shrivelled, approximate axial length",BMNH,Dr_David_Gower
MW11245,anura,phyllomedusidae,phyllomedusa,vaillantii,phyllomedusa_vaillantii,adult,right,44.3982,63.227,4.6256,4.67025,4.08161,4.03803,0.753404,0.247219,0.999173,0.959014,7.1,7.2,6.16,4.41,3.87,51.45,iodine,dice_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,AmphibiaWeb (2020),certain,"cornea shrivelled, approximate axial length",BMNH,Dr_David_Gower
BMNH1947.1.2.58,anura,pipidae,pipa,carvalhoi,pipa_carvalhoi,adult,right,0.6143,3.60409,1.11597,1.1431,0.998429,0.992176,0.782378,0.230168,0.983965,0.969637,2,2,1.7,1.04,0.94,35.23,iodine,dice_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),nocturnal,Mônico et al. (2016),certain,,BMNH,Dr_David_Gower
BMNH1947.1.2.58,anura,pipidae,pipa,carvalhoi,pipa_carvalhoi,adult,left,0.632767,3.68637,1.12108,1.16776,1.02609,1.00904,0.812439,0.213289,0.968333,0.966898,2,1.9,1.6,1.11,0.96,35.23,iodine,dice_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),nocturnal,Mônico et al. (2016),certain,,BMNH,Dr_David_Gower
UF37924,anura,pipidae,pipa,parva,pipa_parva,adult,right,0.232334,1.86428,0.824916,0.895065,0.716972,,0.713826,0.32222,0.949503,0.980352,,,,,,,iodine,dice_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),nocturnal,Buchacher (1993),uncertain,,MorphoSource,
UF37924,anura,pipidae,pipa,parva,pipa_parva,adult,left,0.244464,1.90733,0.826362,0.871074,0.723365,,0.700503,0.333695,0.95118,0.991293,,,,,,,iodine,dice_ct,aquatic,aquatic,certain,AmphibiaWeb (2020),nocturnal,Buchacher (1993),uncertain,,MorphoSource,
KU-KUH-337479,anura,rhacophoridae,polypedates,leucomystax,hyla_leucomystax,adult,left,47.6705,65.7312,4.73426,4.93488,4.25889,4.23881,0.802148,0.251606,0.932987,0.967265,8,NA,6.3,4.27,3.92,,unstained,micro_ct,scansorial,terrestrial ,somewhat certain,Taylor (1962),nocturnal,JWS pers. obs. (Singapore and Indonesia) ;Vidal et al (2018),certain,cornea broken,MorphoSource,
KU-KUH-337479,anura,rhacophoridae,polypedates,leucomystax,hyla_leucomystax,adult,right,44.526,62.6618,4.46935,5.00628,4.25661,4.22158,0.849586,0.241748,0.892495,0.969521,8.1,7.2,5.7,4.18,4.06,,unstained,micro_ct,scansorial,terrestrial ,somewhat certain,Taylor (1962),nocturnal,JWS pers. obs. (Singapore and Indonesia) ;Vidal et al (2018),certain,"cornea broken, approximate axial length",MorphoSource,
USNM308703,anura,pyxicephalidae,poyntonia,paludicola,poyntonia_paludicola,adult,right,1.29809,6.08198,1.42699,1.5175,1.24461,,0.714851,0.328295,0.939643,0.946186,,,,,,25.4,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020); AmphiBIO (2017),diurnal,iNaturalist,uncertain,,NMNH,Dr_Molly_Womack
USNM308703,anura,pyxicephalidae,poyntonia,paludicola,poyntonia_paludicola,adult,left,1.30794,6.11902,1.47704,1.5246,1.26035,,0.72511,0.31276,0.947774,0.945208,,,,,,25.4,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020); AmphiBIO (2017),diurnal,iNaturalist,uncertain,,NMNH,Dr_Molly_Womack
BMNH1937.12.3.23,anura,bufonidae,poyntonophrynus,hoeschi,bufo_hoeschi,adult,right,2.78208,10.6104,1.88553,1.99469,1.60484,,0.73273,0.346009,0.89254,0.901571,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,"SPL (pers. obs); Channing, A. (1975)",diurnal,Channing (1975),certain,,BMNH,Dr_Jeff_Streicher
BMNH1937.12.3.23,anura,bufonidae,poyntonophrynus,hoeschi,bufo_hoeschi,adult,left,3.01692,11.0721,1.99383,2.03653,1.62588,,0.65036,0.358508,0.986364,0.911937,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,"SPL (pers. obs); Channing, A. (1975)",diurnal,Channing (1975),certain,,BMNH,Dr_Jeff_Streicher
JS_Bufo_kavangensis_383_01,anura,bufonidae,poyntonophrynus,kavangensis,bufo_kavangensis,adult,right,3.06174,10.9305,1.89466,1.98888,1.52328,,0.769023,0.263848,0.962817,0.978999,NA,NA,NA,NA,NA,,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,SPL (pers. obs) ,diurnal,iNaturalist,uncertain,"lenses barely visible. No discernable outline for right lens, eye",BMNH,Dr_Jeff_Streicher
JS_Bufo_kavangensis_383_01,anura,bufonidae,poyntonophrynus,kavangensis,bufo_kavangensis,adult,left,2.92703,9.92423,1.80518,1.91561,1.60337,1.59711,0.771823,0.264379,0.953095,0.956669,0.0034,NA,NA,0.0018,0.0015,,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,SPL (pers. obs) ,diurnal,iNaturalist,uncertain,"lenses barely visible. No discernable outline for right lens, eye",BMNH,Dr_Jeff_Streicher
JS_Bufo_lughensis,anura,bufonidae,poyntonophrynus,lughensis,bufo_lughensis,adult,left,3.01636,11.2415,1.98296,2.02479,1.65556,,0.691469,0.332077,0.965947,0.898078,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,very uncertain ,SPL (pers. obs) ,diurnal,iNaturalist,uncertain,,BMNH,Dr_Jeff_Streicher
JS_Bufo_lughensis,anura,bufonidae,poyntonophrynus,lughensis,bufo_lughensis,adult,right,2.74319,10.3825,1.90827,2.02773,1.60163,,0.761476,0.342142,0.863925,0.912751,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,very uncertain ,SPL (pers. obs) ,diurnal,iNaturalist,uncertain,lens unclear,BMNH,Dr_Jeff_Streicher
CM45986,anura,odontophrynidae ,proceratophrys,boiei,ceratophrys_boiei,adult,left,20.5776,37.8628,3.61843,3.72954,3.16837,3.17829,0.727405,0.300672,0.961401,0.959106,5.9,NA,3.9,3.14,2.79,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,IUCN (2020); Haddad et al. (2013),nocturnal,AmphibiaWeb (2020),uncertain,cornea broken,MorphoSource,
CM45986,anura,odontophrynidae ,proceratophrys,boiei,ceratophrys_boiei,adult,right,19.8541,36.8772,3.67196,3.68526,3.11573,3.09613,0.721469,0.292179,0.981082,0.961522,5.7,5.2,4,3.13,2.64,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,IUCN (2020); Haddad et al. (2013),nocturnal,AmphibiaWeb (2020),uncertain,,MorphoSource,
USNM543013,anura,hylidae,pseudacris,ornata,rana_ornata,adult,left,4.5551,14.0646,2.22188,2.25039,1.90885,,0.727216,0.277907,0.992955,0.944831,,,,,,27.08,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),nocturnal,AmphiBIO (2017),uncertain,,NMNH,Dr_Molly_Womack
USNM543013,anura,hylidae,pseudacris,ornata,rana_ornata,adult,right,4.46606,13.8759,2.19806,2.27559,1.9074,,0.723733,0.29472,0.974502,0.945159,,,,,,27.08,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,AmphibiaWeb (2020),nocturnal,AmphiBIO (2017),uncertain,,NMNH,Dr_Molly_Womack
CAS-H-257120,anura,pipidae,pseudhymenochirus,merlini,pseudhymenochirus_merlini,adult,right,0.420654,2.77393,0.994701,0.104701,0.971171,0.985552,0.96294,0.122424,0.91135,0.978752,2.61,1.91,1.67,0.962,0.891,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020); Irisarri et al. (2011),unknown,,,,MorphoSource,
CAS-H-257120,anura,pipidae,pseudhymenochirus,merlini,pseudhymenochirus_merlini,adult,left,0.465366,2.96649,0.994403,0.108105,0.996297,0.971088,0.936597,0.10645,0.954039,0.978975,2.39,NA,NA,0.902,0.891,,unstained,micro_ct,aquatic,aquatic,certain,AmphibiaWeb (2020); Irisarri et al. (2011),unknown,,,cornea damaged,MorphoSource,
MVZ111004,anura,hylidae,pseudis,paradoxa,pseudis_paradoxa,adult,left,7.60886,19.4911,2.65541,2.71092,2.47267,2.37531,0.849869,0.167438,0.979636,0.95983,5.5,5,3,2,2,65,unstained,micro_ct,aquatic,aquatic,certain,Downie et al. (2010),cathemeral,AmphibiaWeb (2020); Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ111004,anura,hylidae,pseudis,paradoxa,pseudis_paradoxa,adult,right,5.51646,15.5934,2.34517,2.38781,2.24771,2.30342,0.948565,0.0584836,0.992569,0.96824,5.6,NA,3.41,2.1,2.1,65,unstained,micro_ct,aquatic,aquatic,certain,Downie et al. (2010),cathemeral,AmphibiaWeb (2020); Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
uf:herp:185701,anura,ptychadenidae,ptychadena,oxyrhynchus,ptychadena_oxyrhynchus,adult,left,27.6449,46.7907,3.94537,4.07469,3.54498,,0.796506,0.230251,0.966406,0.944934,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,Halliday (2016),cathemeral,Passmore (1978) - cathemeral; AC (pers. obs.) - nocturnal,somewhat certain,,MorphoSource,
uf:herp:185701,anura,ptychadenidae,ptychadena,oxyrhynchus,ptychadena_oxyrhynchus,adult,right,26.3137,45.7638,3.88626,3.99065,3.44814,,0.825693,0.195682,0.974113,0.934867,,,,,,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,Halliday (2016),cathemeral,Passmore (1978) - cathemeral; AC (pers. obs.) - nocturnal,somewhat certain,,MorphoSource,
