specimen_id,order,family,genus,species ,synonym,life_stage,lens,volume_mm3,area_mm2,breadth_mm,length_mm,width_mm,thickness_mm,flatness,anisotropy,elongation,sphericity ,eye_diameter_mm,axial_length_mm,lens_to_retina_mm,lens_diameter_mm,lens_depth_mm,sv_length_mm,stain,scan_type,adult_ecology,adult_ecology_2,ae_certainty,ae_source,activity_period,ap_source,ap_certainty ,comments,scan_source,scan_technician
UF63162,anura,ceratophryidae,ceratophrys,cornuta,ceratophrys_cornuta,adult,right,39.154,57.7816,4.50847,4.68829,3.86083,3.74059,0.688557,0.352922,0.93976,0.96504,7.8,5.9,4.5,4.4,3.7,,iodine,dice_ct,ground-dwelling,terrestrial ,somewhat certain,AmphibiaWeb (2020),nocturnal,AmphibiaWeb (2020),uncertain,"weird lenses, high contrast core, dim outer layer",MorphoSource,
USNM562554,anura,microhylidae,chiasmocleis,hudsoni,chiasmocleis_hudsoni,adult,right,0.426766,2.82747,1.01354,1.06298,0.873693,0.871359,0.740523,0.313446,0.92712,0.969495,1.8,1.6,1.3,1.01,0.81,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,de Sá (pers. obs.); IUCN (2020),nocturnal,Forlani et al. (2011),certain,,NMNH,Dr_Molly_Womack
USNM562554,anura,microhylidae,chiasmocleis,hudsoni,chiasmocleis_hudsoni,adult,left,0.426165,2.84351,1.00541,1.04608,0.879862,0.867399,0.728562,0.300964,0.959473,0.963122,1.8,1.6,1.4,0.94,0.8,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,de Sá (pers. obs.); IUCN (2020),nocturnal,Forlani et al. (2011),certain,,NMNH,Dr_Molly_Womack
MW_Chiramiti_01,anura,bufonidae,churamiti,maridadi,churamiti_maridadi,adult,left,15.1296,31.9778,3.42517,3.4808,2.79517,,0.666325,0.356535,0.965693,0.925095,,,,,,,unstained,micro_ct,scansorial,terrestrial ,somewhat certain,IUCN (2020),nocturnal,IUCN (2020),somewhat certain,,BMNH,Dr_Jeff_Streicher
MW_Chiramiti_01,anura,bufonidae,churamiti,maridadi,churamiti_maridadi,adult,right,15.2094,32.3777,3.49435,3.64942,2.79717,,0.592317,0.4152,0.987309,0.91688,,,,,,,unstained,micro_ct,scansorial,terrestrial ,somewhat certain,IUCN (2020),nocturnal,IUCN (2020),somewhat certain,,BMNH,Dr_Jeff_Streicher
BMNH 1883.4.16.43,anura,craugastoridae,craugastor,augusti,craugastor_augusti,adult,left,8.29125,21.5233,2.72129,2.7516,2.40975,,0.770354,0.251459,0.971685,0.920424,,,,,,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,"JWS (pers. obs. Texas, Mexico)",nocturnal,"JWS (pers. obs. Texas, Mexico)",certain,,BMNH,Dr_Jeff_Streicher
BMNH 1883.4.16.43,anura,craugastoridae,craugastor,augusti,craugastor_augusti,adult,right,8.08038,21.3006,2.61879,2.75855,2.3071,,0.764077,0.272372,0.952297,0.914211,,,,,,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,"JWS (pers. obs. Texas, Mexico)",nocturnal,"JWS (pers. obs. Texas, Mexico)",certain,,BMNH,Dr_Jeff_Streicher
BMNH 1911.12.12.40,anura,craugastoridae,craugastor,tarahumaraensis,craugastor_tarahumaraensis,adult,right,15.0923,32.2948,3.32517,3.50427,2.92105,,0.74626,0.299276,0.938981,0.91451,,,,,,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,JWS (pers. obs. Texas); AmphibiaWeb (2020),nocturnal,JWS (pers. obs. Texas),certain,,BMNH,Dr_Jeff_Streicher
BMNH 1911.12.12.40,anura,craugastoridae,craugastor,tarahumaraensis,craugastor_tarahumaraensis,adult,left,15.7022,32.7007,3.39871,3.42723,2.97055,,0.748416,0.266954,0.979463,0.927331,,,,,,,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,JWS (pers. obs. Texas); AmphibiaWeb (2020),nocturnal,JWS (pers. obs. Texas),certain,,BMNH,Dr_Jeff_Streicher
USNM318234,anura,hylodidae,crossodactylus,caramaschii,crossodactylus_caramaschii,adult,left,1.20053,5.52363,1.37565,1.41173,1.26594,1.26293,0.829297,0.185255,0.982452,0.988952,3.2,2.5,1.9,1.36,1.19,,iodine,dice_ct,semi-aquatic,semi-aquatic,certain,Bastos et al (1995),diurnal,IUCN (2020),certain,,MorphoSource,
USNM318234,anura,hylodidae,crossodactylus,caramaschii,crossodactylus_caramaschii,adult,right,1.21385,5.57511,1.38632,1.43682,1.25796,1.29035,0.820695,0.18888,0.988333,0.987056,3.3,2.5,1.9,1.3,1.2,,iodine,dice_ct,semi-aquatic,semi-aquatic,certain,Bastos et al (1995),diurnal,IUCN (2020),certain,,MorphoSource,
USNM341815,anura,microhylidae,dermatonotus,muelleri,hypopachus_muelleri,adult,right,6.27698,17.0612,2.41601,2.55757,2.17076,2.15201,0.78609,0.29494,0.89692,0.964511,3.8,3.6,2.9,2.24,2.04,,unstained,micro_ct,fossorial,fossorial ,somewhat certain,AmphibiaWeb (2020),nocturnal,Nomura & Rossa-Feres (2011),certain,,NMNH,Dr_Molly_Womack
USNM341815,anura,microhylidae,dermatonotus,muelleri,hypopachus_muelleri,adult,left,6.02221,16.7614,2.41592,2.55368,2.14395,2.09394,0.774202,0.290174,0.916849,0.955014,3.8,3.6,2.8,2.2,2.01,,unstained,micro_ct,fossorial,fossorial ,somewhat certain,AmphibiaWeb (2020),nocturnal,Nomura & Rossa-Feres (2011),certain,,NMNH,Dr_Molly_Womack
BMNH1975.47,anura,bufonidae,duttaphrynus,melanostictus,bufo_melanostictus,adult,left,27.1637,45.9558,4.04504,4.10129,3.37179,3.34451,0.668575,0.350565,0.971372,0.950904,6.6,6.2,3.9,4.04,3.27,61.03,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Church (1960); Fei and Ye (2016),nocturnal,Church (1960); Fei and Ye (2016),certain,"cornea broken, approximate axial length",BMNH,Dr_David_Gower
BMNH1975.47,anura,bufonidae,duttaphrynus,melanostictus,bufo_melanostictus,adult,right,26.2563,45.0545,4.0184,4.06446,3.29578,3.30548,0.652914,0.352478,0.991742,0.948204,6.7,6.2,4.1,4.01,3.18,61.03,iodine,dice_ct,ground-dwelling,terrestrial ,certain,Church (1960); Fei and Ye (2016),nocturnal,Church (1960); Fei and Ye (2016),certain,"cornea broken, approximate axial length",BMNH,Dr_David_Gower
USNM149258,anura,dyscophinae,dyscophus,insularis,dyscophus_insularis,adult,left,10.3995,24.6892,2.95496,2.98677,2.55127,2.51577,0.74592,0.270351,0.978186,0.933227,4.6,3.8,2.9,2.76,2.29,36.12,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),nocturnal,Mori et al (2015): exclusive nocturnal breeding,certain,"cornea damaged, bad axial length measurement",NMNH,Dr_Molly_Womack
USNM149258,anura,dyscophinae,dyscophus,insularis,dyscophus_insularis,adult,right,10.318,24.4924,2.94229,3.0081,2.51685,2.50855,0.73671,0.296666,0.954696,0.935797,4.7,4.3,2.8,2.64,2.34,36.12,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),nocturnal,Mori et al (2015): exclusive nocturnal breeding,certain,"cornea damaged, bad axial length measurement",NMNH,Dr_Molly_Womack
MVZ210459,anura,microhylidae,elachistocleis,ovalis,rana_ovalis,adult,right,0.587839,3.55876,1.09181,1.20507,0.991397,0.975805,0.746107,0.340519,0.883896,0.953581,2,1.7,1.3,1,0.83,35.3,unstained,micro_ct,subfossorial,terrestrial ,certain,IUCN (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ210459,anura,microhylidae,elachistocleis,ovalis,rana_ovalis,adult,left,0.601469,3.60764,1.12436,1.21125,0.992353,0.985268,0.771159,0.302489,0.904496,0.955147,2,1.6,1.4,1.09,0.86,35.3,unstained,micro_ct,subfossorial,terrestrial ,certain,IUCN (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ148878,anura,bufonidae,epidalea,calamita,bufo_calamita,adult,right,23.5808,42.1637,3.83048,4.01632,3.31577,3.27973,0.734554,0.29802,0.955654,0.943157,7.6,7.2,5.9,3.56,2.98,64,unstained,micro_ct,ground-dwelling,terrestrial ,certain,Arnold (2002),nocturnal,Arnold (2002),certain,,NMNH,Dr_Molly_Womack
MVZ148878,anura,bufonidae,epidalea,calamita,bufo_calamita,adult,left,22.6586,41.2036,3.84423,3.98364,3.17265,3.19934,0.69034,0.34637,0.946823,0.939805,7.8,6.8,5.7,3.57,2.75,64,unstained,micro_ct,ground-dwelling,terrestrial ,certain,Arnold (2002),nocturnal,Arnold (2002),certain,,NMNH,Dr_Molly_Womack
KU164632,anura,centrolenidae,espadarana,prosoblepon,hyla_prosoblepon,adult,right,4.00333,12.7357,2.07443,2.24511,1.87486,1.85894,0.796727,0.27889,0.905091,0.957358,3.3,3.3,2.8,1.99,1.76,,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,MorphoSource,
KU164632,anura,centrolenidae,espadarana,prosoblepon,hyla_prosoblepon,adult,left,3.86814,12.4783,2.08049,2.18788,1.85963,1.83563,0.781909,0.264445,0.940717,0.954984,3.4,3.1,2.6,1.71,1.51,,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,MorphoSource,
CAS-H-243588,anura,dicroglossidae,euphlyctis,cyanophlyctis,euphlyctis_cyanophlyctis,adult,left,17.2149,33.5744,3.39865,3.50546,3.03395,3.10248,0.797398,0.228511,0.967508,0.96031,6.4,NA,4.3,3.18,2.87,,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,Kastle et al. (2013),cathemeral,Anderson and Wiens (2017) - nocturnal; SM (pers. obs.) - also day active; Kastle et al. (2013) - cathemeral nocturnal and diurnal,somewhat certain,cornea broken,MorphoSource,
CAS-H-243588,anura,dicroglossidae,euphlyctis,cyanophlyctis,euphlyctis_cyanophlyctis,adult,right,17.1879,33.4375,3.39182,3.53766,3.05529,2.98419,0.756885,0.284315,0.945566,0.963234,6.5,5.7,4.6,3.28,2.85,,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,Kastle et al. (2013),cathemeral,Anderson and Wiens (2017) - nocturnal; SM (pers. obs.) - also day active; Kastle et al. (2013) - cathemeral nocturnal and diurnal,somewhat certain,,MorphoSource,
USNM226880,anura,dicroglossidae,euphlyctis,ehrenbergii,euphlyctis_ehrenbergii,adult,left,31.5197,50.7374,4.27446,4.36307,3.64979,,0.719653,0.302143,0.969713,0.951066,,,,,,35.7,unstained,micro_ct,aquatic,aquatic,somewhat certain,IUCN (2020),cathemeral,Masood & Asiry (2012),certain,,NMNH,Dr_Molly_Womack
USNM226880,anura,dicroglossidae,euphlyctis,ehrenbergii,euphlyctis_ehrenbergii,adult,right,31.8431,51.7641,4.23347,4.35255,3.74111,,0.761898,0.275349,0.951114,0.938568,,,,,,35.7,unstained,micro_ct,aquatic,aquatic,somewhat certain,IUCN (2020),cathemeral,Masood & Asiry (2012),certain,,NMNH,Dr_Molly_Womack
USNM193316,anura,dicroglossidae,euphlyctis,hexadactylus,rana_hexadactyla,adult,left,37.1179,56.091,4.41265,4.55661,3.91084,3.87096,0.764258,0.253459,0.976818,0.959356,7.9,6.9,5.1,4.01,3.41,,unstained,micro_ct,aquatic,aquatic,somewhat certain,AmphibiaWeb (2020),cathemeral,Ramanibai et al (2015),certain,,NMNH,Dr_Molly_Womack
USNM193316,anura,dicroglossidae,euphlyctis,hexadactylus,rana_hexadactyla,adult,right,37.6232,56.2349,4.44981,4.5423,3.92101,3.86208,0.768473,0.257244,0.966535,0.965566,7.7,6.8,5.2,3.98,3.24,,unstained,micro_ct,aquatic,aquatic,somewhat certain,AmphibiaWeb (2020),cathemeral,Ramanibai et al (2015),certain,,NMNH,Dr_Molly_Womack
USNM580884,anura,dicroglossidae,fejervarya,cancrivora,fejervarya_cancrivora,adult,left,65.8089,83.2826,5.40205,5.46151,4.88456,4.83618,0.804248,0.206732,0.986348,0.946497,8.3,NA,5.9,4.7,4.2,88.18,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,"AmphibiaWeb (2020), IUCN (2020)",nocturnal,McKay (2006),uncertain,,NMNH,Dr_Molly_Womack
USNM580884,anura,dicroglossidae,fejervarya,cancrivora,fejervarya_cancrivora,adult,right,64.2811,81.5506,5.3404,5.50953,4.8335,4.88685,0.811457,0.226881,0.952753,0.951582,8.8,7.6,6.3,4.63,4.94,88.18,unstained,micro_ct,semi-aquatic,semi-aquatic,somewhat certain,"AmphibiaWeb (2020), IUCN (2020)",nocturnal,McKay (2006),uncertain,,NMNH,Dr_Molly_Womack
KU-KUH-181983,anura,hemiphractidae,flectonotus,fitzgeraldi,flectonotus_fitzgeraldi,adult,right,1.65371,7.14802,1.56547,1.63192,1.41606,,0.782181,0.254952,0.952527,0.946101,,,,,,,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020); AmphiBIO (2017),cathemeral,AmphibiaWeb (2020),uncertain,,MorphoSource,
KU-KUH-181983,anura,hemiphractidae,flectonotus,fitzgeraldi,flectonotus_fitzgeraldi,adult,left,1.65842,7.05352,1.58613,1.62769,1.40431,,0.789324,0.252783,0.946654,0.960599,,,,,,,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020); AmphiBIO (2017),cathemeral,AmphibiaWeb (2020),uncertain,,MorphoSource,
MVZ60518,anura,microhylidae,gastrophryne,carolinensis,gastrophryne carolinensis,adult,right,0.43455,2.80805,1.01344,1.04634,0.890624,0.868524,0.73136,0.282049,0.981666,0.988034,1.9,1.6,1.4,0.95,0.8,,unstained,micro_ct,subfossorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ60518,anura,microhylidae,gastrophryne,carolinensis,gastrophryne carolinensis,adult,left,0.461978,2.93347,1.03069,1.09329,0.913453,0.885927,0.734579,0.288068,0.96917,0.985183,1.9,1.6,1.4,0.92,0.8,,unstained,micro_ct,subfossorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,Anderson and Wiens (2017),certain,,NMNH,Dr_Molly_Womack
MVZ204870,anura,microhylidae,gastrophryne,olivacea,gastrophryne_olivacea,adult,left,0.420724,2.79804,1.02239,1.04412,0.904202,0.869048,0.761097,0.263849,0.967224,0.970425,2,1.5,1.3,0.88,0.83,,unstained,micro_ct,subfossorial,terrestrial ,certain,AmphibiaWeb (2020); Sredl and Field (2005),nocturnal,Anderson and Wiens (2017); Sredl and Field (2005),certain,,NMNH,Dr_Molly_Womack
MVZ204870,anura,microhylidae,gastrophryne,olivacea,gastrophryne_olivacea,adult,right,0.424872,2.81541,1.01365,1.03725,0.915894,0.889928,0.806851,0.211193,0.977637,0.970766,1.9,1.5,1.2,0.87,0.81,,unstained,micro_ct,subfossorial,terrestrial ,certain,AmphibiaWeb (2020); Sredl and Field (2005),nocturnal,Anderson and Wiens (2017); Sredl and Field (2005),certain,,NMNH,Dr_Molly_Womack
BMNH1972.1432,anura,hemiphractidae,gastrotheca,riobambae,gastrotheca_riobambae,adult,right,13.1802,28.1586,3.09983,3.15602,2.67121,2.65885,0.720226,0.284566,0.993347,0.958272,6.2,5.5,4.4,3.18,2.87,48.93,iodine,dice_ct,scansorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),certain,,BMNH,Dr_David_Gower
BMNH1972.1432,anura,hemiphractidae,gastrotheca,riobambae,gastrotheca_riobambae,adult,left,13.2246,27.9315,3.13555,3.19015,2.67706,2.65405,0.707671,0.301143,0.987545,0.968228,6.3,NA,4.3,3.12,2.5,48.93,iodine,dice_ct,scansorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),certain,eye pressed against tube,BMNH,Dr_David_Gower
UF-Herp-98224,anura,hemiphractidae,gastrotheca,riobambae,gastrotheca_riobambae,adult,left,18.7632,38.1193,3.56397,3.65061,3.17127,,0.807144,0.217116,0.969943,0.895799,,,,,,,unstained,micro_ct,scansorial,terrestrial ,somewhat certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),certain,,MorphoSource,
CAS-H-243121,anura,microhylidae,glyphoglossus,molossus,glyphoglossus_molossus,adult,right,5.73644,15.9282,2.37933,2.42298,2.19769,2.18674,0.86998,0.181968,0.940288,0.972926,3.7,3.7,2.9,2.1,2,,unstained,micro_ct,fossorial,fossorial ,somewhat certain,Altig (2014),nocturnal,JR (pers. comm.),certain,,MorphoSource,
CAS-H-243121,anura,microhylidae,glyphoglossus,molossus,glyphoglossus_molossus,adult,left,5.52577,15.565,2.29031,2.48129,2.14835,2.14822,0.855656,0.214014,0.918577,0.9711,4,3.7,2.9,1.97,1.75,,unstained,micro_ct,fossorial,fossorial ,somewhat certain,Altig (2014),nocturnal,JR (pers. comm.),certain,,MorphoSource,
uf_herp_43204_M10830-16283,anura,hemiphractidae,hemiphractus,proboscideus,cerathyla_proboscidea,adult,left,22.1218,40.2517,3.84248,3.94159,3.11458,3.1272,0.635827,0.380771,0.973896,0.946774,7.6,6.2,4.8,3.56,2.99,,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,"AmphibiaWeb (2020), Anderson and Wiens (2017)",certain,,MorphoSource,
uf_herp_43204_M10830-16283,anura,hemiphractidae,hemiphractus,proboscideus,cerathyla_proboscidea,adult,right,21.5033,39.2979,3.71056,3.86963,3.1289,3.19011,0.714628,0.344888,0.916718,0.951593,7.4,6.4,5.2,3.63,2.95,,unstained,micro_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,"AmphibiaWeb (2020), Anderson and Wiens (2017)",certain,,MorphoSource,
CAS-H-253533,anura,hemisotidae,hemisus,guineensis,hemisus_guineensis,adult,left,0.764116,4.06095,1.21071,1.21777,1.07185,1.05856,0.77729,0.226365,0.995298,0.99532,2.2,1.8,1.6,1.1,1,,iodine,dice_ct,fossorial,terrestrial ,somewhat certain,IUCN (2020),nocturnal,Onadeko (2016),somewhat certain,,MorphoSource,
CAS-H-253533,anura,hemisotidae,hemisus,guineensis,hemisus_guineensis,adult,right,0.759587,4.04613,1.19924,1.20354,1.07148,1.06251,0.781316,0.225754,0.990952,0.995014,2.1,1.8,1.6,1.2,1.1,,iodine,dice_ct,fossorial,terrestrial ,somewhat certain,IUCN (2020),nocturnal,Onadeko (2016),somewhat certain,,MorphoSource,
FMNH_H_205610,anura,hemisotidae,hemisus,guttatus,hemisus_guttatus,adult,right,0.275639,2.11457,0.830511,0.922972,0.823771,,0.94022,0.186274,0.865463,0.968627,,,,,,,unstained,micro_ct,fossorial,fossorial ,certain,"Channing, 2003",nocturnal,"Channing, 2003",certain,,MorphoSource,
FMNH_H_205610,anura,hemisotidae,hemisus,guttatus,hemisus_guttatus,adult,left,0.261168,2.0607,0.842248,0.887715,0.794921,,0.909999,0.168827,0.913377,0.958848,,,,,,,unstained,micro_ct,fossorial,fossorial ,certain,"Channing, 2003",nocturnal,"Channing, 2003",certain,,MorphoSource,
USNM578221,anura,dicroglossidae,hoplobatrachus,occipitalis,hoplobatrachus_occipitalis,adult,right,78.5144,91.5855,5.62652,5.77989,5.0985,,0.790916,0.240352,0.960467,0.968182,,,,,,95.89,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,"Rödel, M. O. (2000).",cathemeral,"Rödel, M. O. (2000).",certain,,NMNH,Dr_Molly_Womack
USNM578221,anura,dicroglossidae,hoplobatrachus,occipitalis,hoplobatrachus_occipitalis,adult,left,75.6143,90.7246,5.63279,5.71802,4.91932,,0.768958,0.243545,0.98374,0.953151,,,,,,95.89,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,"Rödel, M. O. (2000).",cathemeral,"Rödel, M. O. (2000).",certain,,NMNH,Dr_Molly_Womack
MVZ202446,anura,ranidae,hylarana,temporalis,indosylvirana_temporalis,adult,right,32.6354,53.2114,4.27986,4.46613,3.74727,3.66418,0.744516,0.264733,0.987577,0.928123,6.3,6,4.9,4.23,3.57,55.5,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,IUCN (2020),cathemeral,Biju et al (2014),uncertain,,NMNH,Dr_Molly_Womack
MVZ202446,anura,ranidae,hylarana,temporalis,indosylvirana_temporalis,adult,left,32.248,52.4617,4.23582,4.29394,3.7508,3.63431,0.756743,0.246505,0.995709,0.93392,NA,NA,NA,NA,NA,55.5,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,IUCN (2020),cathemeral,Biju et al (2014),uncertain,"cornea broken, lens receded",NMNH,Dr_Molly_Womack
UF112506,anura,dendrobatidae,hyloxalus,sylvaticus,colostethus_sylvaticus,adult,right,1.9045,7.49882,1.61173,1.63513,1.44626,,0.799804,0.203486,0.995887,0.99086,,,,,,,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,Duellman et al (2004),diurnal,AmphibiaWeb (2020),somewhat certain,,MorphoSource,
UF112506,anura,dendrobatidae,hyloxalus,sylvaticus,colostethus_sylvaticus,adult,left,1.93476,7.75936,1.65039,1.69205,1.43597,,0.749902,0.278754,0.961787,0.967703,,,,,,,unstained,micro_ct,semi-aquatic,semi-aquatic,certain,Duellman et al (2004),diurnal,AmphibiaWeb (2020),somewhat certain,,MorphoSource,
CAS153602,anura,pipidae,hymenochirus,boettgeri,hymenochirus_boettgeri,adult,right,0.164758,1.45322,0.709457,0.738728,0.696221,0.696327,0.967432,0.0654572,0.966003,1.00012,1.9,1.4,1.2,0.67,0.67,,unstained,micro_ct,aquatic,aquatic,certain,"AmphibiaWeb (2020), IUCN (2020)",nocturnal,Anderson and Wiens (2017),certain,,MorphoSource,
CAS153602,anura,pipidae,hymenochirus,boettgeri,hymenochirus_boettgeri,adult,left,0.166521,1.46967,0.72101,0.739218,0.704747,0.693,0.97244,0.05694,0.969787,0.995965,1.9,1.4,1.1,0.68,0.67,,unstained,micro_ct,aquatic,aquatic,certain,"AmphibiaWeb (2020), IUCN (2020)",nocturnal,Anderson and Wiens (2017),certain,,MorphoSource,
MVZ149057,anura,microhylidae,hypopachus,barberi,hypopachus_barberi,adult,left,1.31445,6.1716,1.45793,1.52583,1.33147,1.33981,0.79841,0.225592,0.969938,0.940262,2.8,2.4,1.7,1.13,1.12,34.8,unstained,micro_ct,subfossorial,terrestrial ,uncertain ,Nelson (1973) - similar ecology to other plateau hypopachus; AmphibiaWeb (2020) - H. variolosus,nocturnal,Savage (2002),somewhat certain,,NMNH,Dr_Molly_Womack
MVZ149057,anura,microhylidae,hypopachus,barberi,hypopachus_barberi,adult,right,1.36139,6.37385,1.47673,1.54992,1.3423,1.31475,0.792999,0.239466,0.95906,0.931974,2.8,2.3,1.7,1.39,1.19,34.8,unstained,micro_ct,subfossorial,terrestrial ,uncertain ,Nelson (1973) - similar ecology to other plateau hypopachus; AmphibiaWeb (2020) - H. variolosus,nocturnal,Savage (2002),somewhat certain,,NMNH,Dr_Molly_Womack
MVZ196961,anura,hylidae,hypsiboas,geographicus,boana_geographica,adult,left,14.1445,30.0339,3.255,3.37747,2.91487,2.93921,0.813974,0.217704,0.961082,0.94174,5.6,4.7,3.7,2.97,2.63,45,unstained,micro_ct,scansorial,terrestrial ,certain,Stuart et al. 2008,nocturnal,Stuart et al. 2008,certain,,NMNH,Dr_Molly_Womack
MVZ196961,anura,hylidae,hypsiboas,geographicus,boana_geographica,adult,right,14.728,31.0252,3.29651,3.34862,2.9619,2.94995,0.807635,0.218082,0.968158,0.936552,5.6,5.1,4,2.95,2.48,45,unstained,micro_ct,scansorial,terrestrial ,certain,Stuart et al. 2008,nocturnal,Stuart et al. 2008,certain,,NMNH,Dr_Molly_Womack
MVZ134648,anura,bufonidae,incilius,valliceps,bufo_valliceps,adult,left,27.5167,46.3281,3.99484,4.05735,3.54491,3.65496,0.78452,0.239647,0.969195,0.951416,8,7,5.3,3.8,3.15,67.8,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,,nocturnal,"Anderson and Wiens (2017), JWS (pers. obs. - they are all over north Texas and predominantly nocturnal)",certain,I. nebulifer ecologies because species are very similar ,NMNH,Dr_Molly_Womack
MVZ134648,anura,bufonidae,incilius,valliceps,bufo_valliceps,adult,right,27.0845,46.0843,4.02199,4.20011,3.47933,3.4753,0.776823,0.272474,0.936541,0.946407,7.8,6.2,5.7,3.5,3.08,67.8,unstained,micro_ct,ground-dwelling,terrestrial ,somewhat certain,,nocturnal,"Anderson and Wiens (2017), JWS (pers. obs. - they are all over north Texas and predominantly nocturnal)",certain,I. nebulifer ecologies because species are very similar ,NMNH,Dr_Molly_Womack
USNM346917,anura,bufonidae,incilius,coniferus,incilius_coniferus,adult,left,21.5696,39.2108,3.68022,3.83467,3.23844,,0.760722,0.277107,0.950272,0.955664,,,,,,64.8,iodine,dice_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,AmphiBIO (2017),somewhat certain,,NMNH,Dr_Molly_Womack
USNM346917,anura,bufonidae,incilius,coniferus,incilius_coniferus,adult,right,22.0582,39.7999,3.68828,3.7953,3.32632,,0.79427,0.236818,0.96086,0.955685,,,,,,64.8,iodine,dice_ct,scansorial,terrestrial ,certain,AmphibiaWeb (2020),nocturnal,AmphiBIO (2017),somewhat certain,,NMNH,Dr_Molly_Womack
UMMZ104260,anura,brachycephalidae,ischnocnema,guentheri,eleutherodactylus_guentheri,adult,right,11.784,25.9895,3.03522,3.09523,2.60808,2.58509,0.725028,0.291462,0.977256,0.963568,4.8,4.7,3.8,2.96,2.52,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),certain,,MorphoSource,
UMMZ104260,anura,brachycephalidae,ischnocnema,guentheri,eleutherodactylus_guentheri,adult,left,11.7516,25.8061,3.01492,3.09496,2.59656,2.58621,0.70751,0.302276,0.986169,0.968635,4.8,NA,3.5,2.99,2.51,,iodine,dice_ct,ground-dwelling,terrestrial ,certain,AmphibiaWeb (2020),cathemeral,AmphibiaWeb (2020),certain,cornea broken,MorphoSource,
MVZ254247,anura,microhylidae,kaloula,baleata,kaloula_baleata,adult,left,6.34513,17.3574,2.43002,2.50443,2.20547,2.18782,0.797145,0.217261,0.981928,0.954904,4,3.6,3,2.22,1.94,48.5,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,Blackburn et al. (2013),nocturnal,Chan et al (2014),uncertain,IUCN says it nests in trees?,NMNH,Dr_Molly_Womack
MVZ254247,anura,microhylidae,kaloula,baleata,kaloula_baleata,adult,right,6.06774,17.0371,2.46348,2.49255,2.1284,2.1619,0.773059,0.259989,0.957251,0.944289,3.8,4,3.3,2.14,1.92,48.5,unstained,micro_ct,subfossorial,terrestrial ,somewhat certain,Blackburn et al. (2013),nocturnal,Chan et al (2014),uncertain,IUCN says it nests in trees?,NMNH,Dr_Molly_Womack
MVZ254270,anura,microhylidae,kaloula,pulchra,kaloula_pulchra,adult,right,13.8903,29.0321,3.15968,3.3165,2.92134,2.94382,0.84385,0.19707,0.951507,0.962526,5.3,4.8,3.8,2.9,2.52,,unstained,micro_ct,ground-dwelling,terrestrial ,certain,Blackburn et al. (2013); Emerson 1976,nocturnal,Halliday (2016); Anderson and Wiens (2017); Emerson 1976,certain,,NMNH,Dr_Molly_Womack
